Name,FromDate,ToDate,Position,Height,Weight,Born,College,URL,Shoots,DOB,Deceased
Marvin Barnes,1975,1980,F-C,6-8,210,"July 27, 1952",Providence College,http://basketball-reference.com/players/b/barnema01.html, Right,1952-07-27,2014-09-08
Matt Barnes,2004,2015,F,6-7,235,"March 9, 1980","University of California, Los Angeles",http://basketball-reference.com/players/b/barnema02.html, Right,1980-03-09,
Dick Barnett,1960,1974,G-F,6-4,190,"October 2, 1936",Tennessee State University,http://basketball-reference.com/players/b/barnedi01.html, Left,1936-10-02,
Jim Barnett,1967,1977,G-F,6-4,170,"July 7, 1944",University of Oregon,http://basketball-reference.com/players/b/barneji02.html, Right,1944-07-07,
Nathaniel Barnett,1976,1976,G,6-3,175,"January 29, 1953",University of Akron,http://basketball-reference.com/players/b/barnena01.html, Right,1953-01-29,
John Barnhill,1963,1972,G,6-1,180,"March 20, 1938",Tennessee State University,http://basketball-reference.com/players/b/barnhjo01.html, Right,1938-03-20,2013-11-11
Norton Barnhill,1977,1977,G,6-4,205,"July 15, 1953",Washington State University,http://basketball-reference.com/players/b/barnhno01.html, Right,1953-07-15,
Leo Barnhorst,1950,1954,F-G,6-4,190,"May 11, 1924",University of Notre Dame,http://basketball-reference.com/players/b/barnhle01.html, Right,1924-05-11,2000-08-25
John Barr,1947,1947,F,6-3,205,"August 8, 1918",Pennsylvania State University,http://basketball-reference.com/players/b/barrjo01.html, Right,1918-08-08,2002-07-01
Mike Barr,1973,1977,G,6-3,180,"October 19, 1950",Duquesne University,http://basketball-reference.com/players/b/barrmi01.html, Right,1950-10-19,
Moe Barr,1971,1971,G,6-4,195,"June 19, 1944",Duquesne University,http://basketball-reference.com/players/b/barrmo01.html, Right,1944-06-19,
Andre Barrett,2005,2008,G,5-10,172,"February 21, 1982",Seton Hall University,http://basketball-reference.com/players/b/barrean01.html, Right,1982-02-21,
Ernie Barrett,1954,1956,G-F,6-3,180,"August 27, 1929",Kansas State University,http://basketball-reference.com/players/b/barreer01.html, Right,1929-08-27,
Mike Barrett,1970,1973,G,6-2,155,"September 5, 1943",West Virginia University Institute of Technology,http://basketball-reference.com/players/b/barremi01.html, Right,1943-09-05,2011-08-08
Earl Barron,2006,2013,C,7-0,245,"August 14, 1981",University of Memphis,http://basketball-reference.com/players/b/barroea01.html, Right,1981-08-14,
Dana Barros,1990,2004,G,5-11,163,"April 13, 1967",Boston College,http://basketball-reference.com/players/b/barroda01.html, Right,1967-04-13,
Brent Barry,1996,2009,G,6-6,185,"December 31, 1971",Oregon State University,http://basketball-reference.com/players/b/barrybr01.html, Right,1971-12-31,
Drew Barry,1998,2000,G,6-5,191,"February 17, 1973",Georgia Institute of Technology,http://basketball-reference.com/players/b/barrydr01.html, Right,1973-02-17,
Jon Barry,1993,2006,G,6-4,195,"July 25, 1969",Georgia Institute of Technology,http://basketball-reference.com/players/b/barryjo01.html, Right,1969-07-25,
Rick Barry*,1966,1980,F,6-7,205,"March 28, 1944",University of Miami,http://basketball-reference.com/players/b/barryri01.html, Right,1944-03-28,
Ed Bartels,1950,1951,F,6-5,195,"October 8, 1925",North Carolina State University,http://basketball-reference.com/players/b/barteed01.html, Right,1925-10-08,2007-11-04
Vic Bartolome,1972,1972,C,7-0,230,"September 29, 1948",Oregon State University,http://basketball-reference.com/players/b/bartovi01.html, Right,1948-09-29,
Will Barton,2013,2015,G,6-6,174,"January 6, 1991",University of Memphis,http://basketball-reference.com/players/b/bartowi01.html, Right,1991-01-06,
Eddie Basden,2006,2006,G,6-5,215,"February 15, 1983",University of North Carolina at Charlotte,http://basketball-reference.com/players/b/basdeed01.html, Right,1983-02-15,
Jerry Baskerville,1976,1976,F,6-7,190,"November 10, 1951",Temple University,http://basketball-reference.com/players/b/baskeje01.html, Right,1951-11-10,
Brandon Bass,2006,2015,F,6-8,240,"April 30, 1985",Louisiana State University,http://basketball-reference.com/players/b/bassbr01.html, Right,1985-04-30,
Tim Bassett,1974,1980,F-C,6-8,225,"April 1, 1951",University of Georgia,http://basketball-reference.com/players/b/basseti01.html, Left,1951-04-01,
Maceo Baston,2003,2009,F,6-9,215,"May 29, 1975",University of Michigan,http://basketball-reference.com/players/b/bastoma01.html, Right,1975-05-29,
Mengke Bateer,2002,2004,C,6-11,290,"November 20, 1975", ,http://basketball-reference.com/players/b/bateeme01.html, Right,1975-11-20,
Billy Ray Bates,1980,1983,G,6-4,210,"May 31, 1956",Kentucky State University,http://basketball-reference.com/players/b/batesbi01.html, Right,1956-05-31,
Esteban Batista,2006,2007,F-C,6-10,270,"September 2, 1983", ,http://basketball-reference.com/players/b/batises01.html, Left,1983-09-02,
Mike Batiste,2003,2003,F,6-8,225,"November 21, 1977",Arizona State University,http://basketball-reference.com/players/b/batismi01.html, Right,1977-11-21,
Tony Battie,1998,2012,C-F,6-11,230,"February 11, 1976",Texas Tech University,http://basketball-reference.com/players/b/battito01.html, Right,1976-02-11,
Shane Battier,2002,2014,F,6-8,220,"September 9, 1978",Duke University,http://basketball-reference.com/players/b/battish01.html, Right,1978-09-09,
John Battle,1986,1995,G,6-2,175,"November 9, 1962",Rutgers University,http://basketball-reference.com/players/b/battljo01.html, Right,1962-11-09,
Kenny Battle,1990,1993,F,6-6,210,"October 10, 1964",University of Illinois at Urbana-Champaign,http://basketball-reference.com/players/b/battlke01.html, Left,1964-10-10,
Dave Batton,1983,1984,C,6-10,240,"March 26, 1956",University of Notre Dame,http://basketball-reference.com/players/b/battoda01.html, Right,1956-03-26,
Lloyd Batts,1975,1975,G-F,6-4,185,"May 9, 1951",University of Cincinnati,http://basketball-reference.com/players/b/battsll01.html, Right,1951-05-09,
Nicolas Batum,2009,2015,F,6-8,200,"December 14, 1988", ,http://basketball-reference.com/players/b/batumni01.html, Right,1988-12-14,
Johnny Baum,1970,1974,F,6-5,200,"June 17, 1946",Temple University,http://basketball-reference.com/players/b/baumjo01.html, Right,1946-06-17,
Frankie Baumholtz,1947,1947,G,5-10,170,"October 7, 1918",Ohio University,http://basketball-reference.com/players/b/baumhfr01.html, Left,1918-10-07,1997-12-14
Lonny Baxter,2003,2006,F,6-8,260,"January 27, 1979",University of Maryland,http://basketball-reference.com/players/b/baxtelo01.html, Right,1979-01-27,
Jerryd Bayless,2009,2015,G,6-3,200,"August 20, 1988",University of Arizona,http://basketball-reference.com/players/b/bayleje01.html, Right,1988-08-20,
Elgin Baylor*,1959,1972,F,6-5,225,"September 16, 1934",Seattle University,http://basketball-reference.com/players/b/bayloel01.html, Right,1934-09-16,
Howard Bayne,1968,1968,F,6-6,235,"July 28, 1942",University of Tennessee,http://basketball-reference.com/players/b/bayneho01.html, Right,1942-07-28,
Aron Baynes,2013,2015,C,6-10,260,"December 9, 1986",Washington State University,http://basketball-reference.com/players/b/baynear01.html, Right,1986-12-09,
Sergei Bazarevich,1995,1995,G,6-2,168,"March 16, 1965", ,http://basketball-reference.com/players/b/bazarse01.html, Right,1965-03-16,
Kent Bazemore,2013,2015,G,6-5,201,"July 1, 1989",Old Dominion University,http://basketball-reference.com/players/b/bazemke01.html, Left,1989-07-01,
Ed Beach,1951,1951,F,6-3,200,"January 25, 1929",West Virginia University,http://basketball-reference.com/players/b/beached01.html, Right,1929-01-25,1996-03-15
Bradley Beal,2013,2015,G,6-5,207,"June 28, 1993",University of Florida,http://basketball-reference.com/players/b/bealbr01.html, Right,1993-06-28,
Al Beard,1968,1968,C,6-9,200,"April 27, 1942",Norfolk State University,http://basketball-reference.com/players/b/beardal01.html, Right,1942-04-27,
Butch Beard,1970,1979,G,6-3,185,"May 4, 1947",University of Louisville,http://basketball-reference.com/players/b/beardbu01.html, Right,1947-05-04,
Ralph Beard,1950,1951,G,5-10,175,"December 2, 1927",University of Kentucky,http://basketball-reference.com/players/b/beardra01.html, Right,1927-12-02,2007-11-29
Charles Beasley,1968,1971,G-F,6-5,190,"September 23, 1945",Southern Methodist University,http://basketball-reference.com/players/b/beaslch01.html, Right,1945-09-23,
Jerome Beasley,2004,2004,F,6-10,237,"May 17, 1980",University of North Dakota,http://basketball-reference.com/players/b/beaslje01.html, Right,1980-05-17,
John Beasley,1968,1974,F-C,6-9,225,"February 5, 1944",Texas A&M University,http://basketball-reference.com/players/b/beasljo01.html, Right,1944-02-05,
Michael Beasley,2009,2014,F,6-9,235,"January 9, 1989",Kansas State University,http://basketball-reference.com/players/b/beaslmi01.html, Left,1989-01-09,
Zelmo Beaty,1963,1975,C,6-9,225,"October 25, 1939",Prairie View A&M University,http://basketball-reference.com/players/b/beatyze01.html, Right,1939-10-25,2013-08-27
Rodrigue Beaubois,2010,2013,G,6-0,170,"February 24, 1988", ,http://basketball-reference.com/players/b/beaubro01.html, Right,1988-02-24,
Byron Beck,1968,1977,C-F,6-9,225,"January 25, 1945",University of Denver,http://basketball-reference.com/players/b/beckby01.html, Right,1945-01-25,
Corey Beck,1996,1999,G,6-1,190,"May 27, 1971",University of Arkansas,http://basketball-reference.com/players/b/beckco01.html, Right,1971-05-27,
Ernie Beck,1954,1961,G-F,6-4,190,"December 11, 1931",University of Pennsylvania,http://basketball-reference.com/players/b/becker01.html, Right,1931-12-11,
Arthur Becker,1968,1973,F,6-7,205,"January 12, 1942",Arizona State University,http://basketball-reference.com/players/b/beckear01.html, Right,1942-01-12,
Moe Becker,1947,1947,G-F,6-1,185,"February 24, 1917",Duquesne University,http://basketball-reference.com/players/b/beckemo01.html, Right,1917-02-24,1996-01-09
Bob Bedell,1968,1971,F,6-7,205,"June 26, 1944",Stanford University,http://basketball-reference.com/players/b/bedelbo01.html, Right,1944-06-26,
William Bedford,1987,1993,C,7-0,225,"December 14, 1963",University of Memphis,http://basketball-reference.com/players/b/bedfowi01.html, Right,1963-12-14,
Hank Beenders,1947,1949,C-F,6-6,185,"June 2, 1916",Long Island University,http://basketball-reference.com/players/b/beendha01.html, Right,1916-06-02,2003-10-27
Ron Behagen,1974,1980,F-C,6-9,185,"January 14, 1951",University of Minnesota,http://basketball-reference.com/players/b/behagro01.html, Right,1951-01-14,
Elmer Behnke,1952,1952,C,6-7,210,"February 3, 1929",Bradley University,http://basketball-reference.com/players/b/behnkel01.html, Right,1929-02-03,
Marco Belinelli,2008,2015,G,6-5,192,"March 25, 1986", ,http://basketball-reference.com/players/b/belinma01.html, Right,1986-03-25,
Charlie Bell,2002,2011,G,6-3,200,"March 12, 1979",Michigan State University,http://basketball-reference.com/players/b/bellch01.html, Right,1979-03-12,
Dennis Bell,1974,1976,F,6-5,185,"June 2, 1951",Drake University,http://basketball-reference.com/players/b/bellde01.html, Right,1951-06-02,
Raja Bell,2001,2012,G,6-5,204,"September 19, 1976",Florida International University,http://basketball-reference.com/players/b/bellra01.html, Right,1976-09-19,
Troy Bell,2004,2004,G,6-1,180,"November 10, 1980",Boston College,http://basketball-reference.com/players/b/belltr01.html, Right,1980-11-10,
Whitey Bell,1960,1961,G,6-0,180,"September 13, 1932",North Carolina State University,http://basketball-reference.com/players/b/bellwh01.html, Right,1932-09-13,
Walt Bellamy*,1962,1975,C,6-11,225,"July 24, 1939",Indiana University,http://basketball-reference.com/players/b/bellawa01.html, Right,1939-07-24,2013-11-02
Irv Bemoras,1954,1957,F-G,6-3,185,"November 18, 1930",University of Illinois at Urbana-Champaign,http://basketball-reference.com/players/b/bemorir01.html, Right,1930-11-18,2007-11-01
Leon Benbow,1975,1976,G,6-4,185,"July 23, 1950",Jacksonville University,http://basketball-reference.com/players/b/benbole01.html, Right,1950-07-23,
Jonathan Bender,2000,2010,F,6-11,202,"January 30, 1981", ,http://basketball-reference.com/players/b/bendejo01.html, Right,1981-01-30,
Benoit Benjamin,1986,2000,C,7-0,250,"November 22, 1964",Creighton University,http://basketball-reference.com/players/b/benjabe01.html, Right,1964-11-22,
Corey Benjamin,1999,2003,G,6-6,200,"February 24, 1978",Oregon State University,http://basketball-reference.com/players/b/benjaco01.html, Right,1978-02-24,
Anthony Bennett,2014,2015,F,6-8,240,"March 14, 1993","University of Nevada, Las Vegas",http://basketball-reference.com/players/b/bennean01.html, Right,1993-03-14,
Elmer Bennett,1995,1997,G,6-0,170,"February 13, 1970",University of Notre Dame,http://basketball-reference.com/players/b/benneel01.html, Right,1970-02-13,
Mario Bennett,1996,2000,F,6-6,235,"August 1, 1973",Arizona State University,http://basketball-reference.com/players/b/bennema01.html, Right,1973-08-01,
Mel Bennett,1976,1982,F,6-7,200,"January 4, 1955",University of Pittsburgh,http://basketball-reference.com/players/b/benneme01.html, Right,1955-01-04,
Spider Bennett,1969,1969,G,6-3,190,"August 4, 1943",Winston-Salem State University,http://basketball-reference.com/players/b/bennesp01.html, Right,1943-08-04,
Tony Bennett,1993,1995,G,6-0,175,"June 1, 1969",University of Wisconsin-Green Bay,http://basketball-reference.com/players/b/benneto01.html, Right,1969-06-01,
Winston Bennett,1990,1992,F,6-7,210,"February 9, 1965",University of Kentucky,http://basketball-reference.com/players/b/bennewi01.html, Right,1965-02-09,
David Benoit,1992,2001,F,6-8,220,"May 9, 1968",University of Alabama,http://basketball-reference.com/players/b/benoida01.html, Right,1968-05-09,
Keith Benson,2012,2012,C,6-11,230,"August 13, 1988",Oakland University,http://basketball-reference.com/players/b/bensoke02.html, Right,1988-08-13,
Kent Benson,1978,1988,C,6-10,235,"December 27, 1954",Indiana University,http://basketball-reference.com/players/b/bensoke01.html, Right,1954-12-27,
Gene Berce,1950,1950,G-F,5-11,175,"November 22, 1926",Marquette University,http://basketball-reference.com/players/b/bercege01.html, Right,1926-11-22,
Gary Bergen,1957,1957,C,6-8,210,"July 16, 1932",University of Utah,http://basketball-reference.com/players/b/bergega01.html, Right,1932-07-16,2010-07-27
Larry Bergh,1970,1970,F,6-8,210,"April 2, 1945",Weber State University,http://basketball-reference.com/players/b/berghla01.html, Right,1945-04-02,
Ricky Berry,1989,1989,F,6-8,205,"October 6, 1964",San Jose State University,http://basketball-reference.com/players/b/berryri01.html, Right,1964-10-06,1989-08-14
Walter Berry,1987,1989,F,6-8,215,"May 14, 1964",St. John's University,http://basketball-reference.com/players/b/berrywa01.html, Left,1964-05-14,
Del Beshore,1979,1980,G,5-11,165,"November 29, 1956",California University of Pennslyvania,http://basketball-reference.com/players/b/beshode01.html, Right,1956-11-29,
Travis Best,1996,2005,G,5-11,182,"July 12, 1972",Georgia Institute of Technology,http://basketball-reference.com/players/b/besttr01.html, Left,1972-07-12,
Patrick Beverley,2013,2015,G,6-1,180,"July 12, 1988",University of Arkansas,http://basketball-reference.com/players/b/beverpa01.html, Right,1988-07-12,
Wesley Bialosuknia,1968,1968,G,6-2,185,"June 8, 1945",University of Connecticut,http://basketball-reference.com/players/b/bialowe01.html, Right,1945-06-08,2013-10-23
Al Bianchi,1957,1966,G,6-3,185,"March 26, 1932",Bowling Green State University,http://basketball-reference.com/players/b/biancal01.html, Right,1932-03-26,
Hank Biasatti,1947,1947,G,5-11,175,"January 14, 1922",Long Island University,http://basketball-reference.com/players/b/biasaha01.html, Left,1922-01-14,1996-04-20
Henry Bibby,1973,1981,G,6-1,185,"November 24, 1949","University of California, Los Angeles",http://basketball-reference.com/players/b/bibbyhe01.html, Right,1949-11-24,
Mike Bibby,1999,2012,G,6-1,190,"May 13, 1978",University of Arizona,http://basketball-reference.com/players/b/bibbymi01.html, Right,1978-05-13,
